studyhours,attendance,resources,extracurricular,motivation,internet,gender,age,learningstyle,onlinecourses,discussions,assignmentcompletion,examscore,edutech,stresslevel,finalgrade
12,83,Some,Yes,Medium,Yes,Male,28,Visual,2,Rarely,71,58,Yes,High,Good
12,83,Some,No,Medium,Yes,Male,28,Visual,2,Rarely,71,58,Yes,High,Good
12,83,Some,Yes,Low,Yes,Male,28,Visual,2,Rarely,71,58,Yes,High,Good
15,68,Some,Yes,High,Yes,Female,27,Kinesthetic,4,Often,73,46,Yes,Medium,Excellent
15,68,Some,Yes,Medium,No,Female,27,Kinesthetic,4,Often,73,46,Yes,Medium,Excellent
15,68,Some,Yes,Medium,Yes,Female,27,Kinesthetic,4,Often,73,46,Yes,Medium,Excellent
16,86,Some,Yes,Medium,Yes,Male,25,Auditory,17,Often,60,89,No,Low,Fail
16,86,Some,Yes,Medium,Yes,Male,23,Visual,2,Rarely,89,41,No,High,Excellent
16,86,Some,Yes,Medium,Yes,Male,23,Kinesthetic,8,Often,54,84,Yes,High,Average
16,86,Some,Yes,Low,Yes,Male,25,Auditory,17,Often,60,89,No,Low,Fail
16,86,Some,Yes,Low,Yes,Male,23,Visual,2,Rarely,89,41,No,High,Excellent
16,86,Some,Yes,Low,Yes,Male,23,Kinesthetic,8,Often,54,84,Yes,High,Average
16,86,Many,Yes,Low,Yes,Male,25,Auditory,17,Often,60,89,No,Low,Fail
16,86,Many,Yes,Low,Yes,Male,23,Visual,2,Rarely,89,41,No,High,Excellent
16,86,Many,Yes,Low,Yes,Male,23,Kinesthetic,8,Often,54,84,Yes,High,Average
24,70,Many,No,Medium,Yes,Male,25,Kinesthetic,2,Rarely,73,79,No,Low,Average
24,70,Some,Yes,High,Yes,Male,25,Kinesthetic,2,Rarely,73,79,No,Low,Average
24,70,Many,No,Low,Yes,Male,25,Kinesthetic,2,Rarely,73,79,No,Low,Average
18,62,Many,Yes,High,No,Female,26,Visual,3,Often,67,70,Yes,Medium,Average
18,62,Many,Yes,High,No,Female,29,Visual,16,Rarely,88,50,Yes,Medium,Excellent
18,62,Some,Yes,Medium,Yes,Female,26,Visual,3,Often,67,70,Yes,Medium,Average
18,62,Some,Yes,Medium,Yes,Female,29,Visual,16,Rarely,88,50,Yes,Medium,Excellent
18,62,Many,No,Low,Yes,Female,26,Visual,3,Often,67,70,Yes,Medium,Average
18,62,Many,No,Low,Yes,Female,29,Visual,16,Rarely,88,50,Yes,Medium,Excellent
27,72,Some,Yes,Medium,Yes,Male,24,Kinesthetic,16,Rarely,71,89,Yes,High,Fail
27,72,Some,Yes,Medium,Yes,Male,18,Kinesthetic,18,Often,78,54,Yes,High,Excellent
27,72,Many,Yes,Medium,Yes,Male,24,Kinesthetic,16,Rarely,71,89,Yes,High,Fail
27,72,Many,Yes,Medium,Yes,Male,18,Kinesthetic,18,Often,78,54,Yes,High,Excellent
27,72,Some,No,Medium,Yes,Male,24,Kinesthetic,16,Rarely,71,89,Yes,High,Fail
27,72,Some,No,Medium,Yes,Male,18,Kinesthetic,18,Often,78,54,Yes,High,Excellent
34,62,Some,No,Low,Yes,Male,22,Auditory,12,Often,81,88,No,High,Fail
22,69,Many,Yes,Medium,Yes,Male,24,Visual,5,Rarely,76,85,Yes,Medium,Fail
22,69,Many,Yes,Medium,Yes,Male,25,Visual,17,Often,93,98,Yes,High,Fail
22,69,Many,Yes,Medium,Yes,Male,23,Auditory,0,Often,65,56,No,High,Good
22,69,Many,No,Low,Yes,Male,24,Visual,5,Rarely,76,85,Yes,Medium,Fail
22,69,Many,No,Low,Yes,Male,25,Visual,17,Often,93,98,Yes,High,Fail
22,69,Many,No,Low,Yes,Male,23,Auditory,0,Often,65,56,No,High,Good
22,69,Some,No,Low,Yes,Male,24,Visual,5,Rarely,76,85,Yes,Medium,Fail
22,69,Some,No,Low,Yes,Male,25,Visual,17,Often,93,98,Yes,High,Fail
22,69,Some,No,Low,Yes,Male,23,Auditory,0,Often,65,56,No,High,Good
22,69,Some,No,High,Yes,Male,24,Visual,5,Rarely,76,85,Yes,Medium,Fail
22,69,Some,No,High,Yes,Male,25,Visual,17,Often,93,98,Yes,High,Fail
22,69,Some,No,High,Yes,Male,23,Auditory,0,Often,65,56,No,High,Good
22,69,Some,No,Low,No,Male,24,Visual,5,Rarely,76,85,Yes,Medium,Fail
22,69,Some,No,Low,No,Male,25,Visual,17,Often,93,98,Yes,High,Fail
22,69,Some,No,Low,No,Male,23,Auditory,0,Often,65,56,No,High,Good
26,66,Some,Yes,Medium,Yes,Female,29,Visual,16,Often,90,63,Yes,Medium,Good
26,66,Some,Yes,Medium,Yes,Female,22,Kinesthetic,1,Rarely,97,84,Yes,Medium,Average
9,98,Some,No,Medium,Yes,Female,27,Visual,2,Often,89,55,Yes,Low,Good
9,98,Some,No,Medium,Yes,Female,18,Visual,19,Often,68,65,Yes,Low,Good
9,98,Some,No,Medium,Yes,Female,21,Auditory,16,Rarely,67,65,No,Medium,Good
9,98,Some,No,Low,Yes,Female,27,Visual,2,Often,89,55,Yes,Low,Good
9,98,Some,No,Low,Yes,Female,18,Visual,19,Often,68,65,Yes,Low,Good
9,98,Some,No,Low,Yes,Female,21,Auditory,16,Rarely,67,65,No,Medium,Good
9,98,Many,No,Medium,Yes,Female,27,Visual,2,Often,89,55,Yes,Low,Good
9,98,Many,No,Medium,Yes,Female,18,Visual,19,Often,68,65,Yes,Low,Good
9,98,Many,No,Medium,Yes,Female,21,Auditory,16,Rarely,67,65,No,Medium,Good
9,98,Some,Yes,Medium,Yes,Female,27,Visual,2,Often,89,55,Yes,Low,Good
9,98,Some,Yes,Medium,Yes,Female,18,Visual,19,Often,68,65,Yes,Low,Good
9,98,Some,Yes,Medium,Yes,Female,21,Auditory,16,Rarely,67,65,No,Medium,Good
13,80,Many,Yes,High,Yes,Male,20,Visual,13,Rarely,82,75,Yes,High,Average
13,80,Many,Yes,High,Yes,Male,27,Kinesthetic,13,Rarely,67,62,Yes,Medium,Good
13,80,Many,Yes,High,Yes,Male,24,Visual,7,Often,56,52,Yes,Low,Excellent
13,80,Many,Yes,High,Yes,Male,22,Auditory,1,Often,84,46,Yes,High,Excellent
13,80,Many,Yes,High,Yes,Male,19,Kinesthetic,3,Rarely,82,44,Yes,Low,Excellent
13,80,Many,Yes,High,Yes,Male,29,Kinesthetic,5,Often,98,79,Yes,Medium,Average
13,80,Some,Yes,High,Yes,Male,20,Visual,13,Rarely,82,75,Yes,High,Average
13,80,Some,Yes,High,Yes,Male,27,Kinesthetic,13,Rarely,67,62,Yes,Medium,Good
13,80,Some,Yes,High,Yes,Male,24,Visual,7,Often,56,52,Yes,Low,Excellent
13,80,Some,Yes,High,Yes,Male,22,Auditory,1,Often,84,46,Yes,High,Excellent
13,80,Some,Yes,High,Yes,Male,19,Kinesthetic,3,Rarely,82,44,Yes,Low,Excellent
13,80,Some,Yes,High,Yes,Male,29,Kinesthetic,5,Often,98,79,Yes,Medium,Average
13,80,Some,No,Medium,Yes,Male,20,Visual,13,Rarely,82,75,Yes,High,Average
13,80,Some,No,Medium,Yes,Male,27,Kinesthetic,13,Rarely,67,62,Yes,Medium,Good
13,80,Some,No,Medium,Yes,Male,24,Visual,7,Often,56,52,Yes,Low,Excellent
13,80,Some,No,Medium,Yes,Male,22,Auditory,1,Often,84,46,Yes,High,Excellent
13,80,Some,No,Medium,Yes,Male,19,Kinesthetic,3,Rarely,82,44,Yes,Low,Excellent
13,80,Some,No,Medium,Yes,Male,29,Kinesthetic,5,Often,98,79,Yes,Medium,Average
7,73,Some,Yes,Medium,Yes,Male,27,Auditory,0,Rarely,69,68,Yes,Low,Good
7,73,Some,Yes,Medium,Yes,Male,29,Auditory,2,Often,92,40,No,High,Excellent
7,73,Some,Yes,Medium,Yes,Male,29,Visual,18,Often,88,99,Yes,Low,Fail
7,73,Some,Yes,Medium,Yes,Male,21,Visual,15,Often,65,58,No,Medium,Good
7,73,Some,Yes,Medium,Yes,Male,21,Visual,5,Often,60,76,Yes,Low,Average
35,61,Many,Yes,Low,Yes,Female,25,Visual,15,Often,80,47,No,Medium,Excellent
35,61,Many,Yes,Low,Yes,Female,19,Visual,18,Rarely,61,56,No,High,Good
25,93,Many,No,Low,Yes,Female,28,Auditory,17,Often,50,82,Yes,Medium,Average
25,93,Many,No,Low,Yes,Female,22,Visual,15,Rarely,72,71,No,Medium,Average
25,93,Many,No,High,Yes,Female,28,Auditory,17,Often,50,82,Yes,Medium,Average
25,93,Many,No,High,Yes,Female,22,Visual,15,Rarely,72,71,No,Medium,Average
25,93,Some,Yes,Low,Yes,Female,28,Auditory,17,Often,50,82,Yes,Medium,Average
25,93,Some,Yes,Low,Yes,Female,22,Visual,15,Rarely,72,71,No,Medium,Average
25,93,Some,No,Medium,Yes,Female,28,Auditory,17,Often,50,82,Yes,Medium,Average
25,93,Some,No,Medium,Yes,Female,22,Visual,15,Rarely,72,71,No,Medium,Average
26,71,Some,No,Medium,Yes,Male,23,Kinesthetic,3,Often,62,64,Yes,Medium,Good
26,71,Some,No,Medium,Yes,Male,27,Visual,3,Rarely,55,71,No,Low,Average
26,71,Some,No,Medium,Yes,Male,19,Kinesthetic,17,Often,61,89,Yes,High,Fail
26,71,Some,No,Medium,Yes,Male,18,Visual,13,Often,50,72,Yes,Medium,Average
26,71,Some,No,Medium,Yes,Male,28,Kinesthetic,13,Rarely,97,47,Yes,Low,Excellent
26,71,Some,No,Medium,Yes,Male,18,Visual,12,Often,60,90,Yes,High,Fail
26,71,Some,No,Medium,Yes,Male,25,Kinesthetic,12,Rarely,57,100,Yes,High,Fail
26,71,Many,No,Low,Yes,Male,23,Kinesthetic,3,Often,62,64,Yes,Medium,Good
26,71,Many,No,Low,Yes,Male,27,Visual,3,Rarely,55,71,No,Low,Average
26,71,Many,No,Low,Yes,Male,19,Kinesthetic,17,Often,61,89,Yes,High,Fail
26,71,Many,No,Low,Yes,Male,18,Visual,13,Often,50,72,Yes,Medium,Average
26,71,Many,No,Low,Yes,Male,28,Kinesthetic,13,Rarely,97,47,Yes,Low,Excellent
26,71,Many,No,Low,Yes,Male,18,Visual,12,Often,60,90,Yes,High,Fail
26,71,Many,No,Low,Yes,Male,25,Kinesthetic,12,Rarely,57,100,Yes,High,Fail
26,71,Some,Yes,Medium,No,Male,23,Kinesthetic,3,Often,62,64,Yes,Medium,Good
26,71,Some,Yes,Medium,No,Male,27,Visual,3,Rarely,55,71,No,Low,Average
26,71,Some,Yes,Medium,No,Male,19,Kinesthetic,17,Often,61,89,Yes,High,Fail
26,71,Some,Yes,Medium,No,Male,18,Visual,13,Often,50,72,Yes,Medium,Average
26,71,Some,Yes,Medium,No,Male,28,Kinesthetic,13,Rarely,97,47,Yes,Low,Excellent
26,71,Some,Yes,Medium,No,Male,18,Visual,12,Often,60,90,Yes,High,Fail
26,71,Some,Yes,Medium,No,Male,25,Kinesthetic,12,Rarely,57,100,Yes,High,Fail
22,93,Some,No,Low,Yes,Female,28,Visual,7,Often,92,43,No,High,Excellent
22,93,Many,Yes,High,Yes,Female,28,Visual,7,Often,92,43,No,High,Excellent
22,93,Some,Yes,Medium,Yes,Female,28,Visual,7,Often,92,43,No,High,Excellent
22,93,Some,Yes,High,Yes,Female,28,Visual,7,Often,92,43,No,High,Excellent
16,99,Some,Yes,Low,Yes,Male,19,Visual,0,Often,55,57,No,High,Good
16,99,Many,Yes,High,Yes,Male,19,Visual,0,Often,55,57,No,High,Good
16,99,Some,No,Low,No,Male,19,Visual,0,Often,55,57,No,High,Good
16,99,Some,No,High,No,Male,19,Visual,0,Often,55,57,No,High,Good
16,99,Some,No,Low,Yes,Male,19,Visual,0,Often,55,57,No,High,Good
16,99,Some,Yes,Medium,Yes,Male,19,Visual,0,Often,55,57,No,High,Good
15,82,Many,Yes,Medium,Yes,Female,22,Auditory,1,Often,97,55,Yes,High,Good
15,82,Many,Yes,Medium,Yes,Female,26,Visual,14,Often,80,51,Yes,Medium,Excellent
15,82,Many,Yes,Medium,Yes,Female,24,Visual,15,Often,67,90,No,High,Fail
15,82,Many,Yes,Medium,Yes,Female,27,Kinesthetic,17,Rarely,75,90,Yes,Medium,Fail
15,82,Many,Yes,Medium,Yes,Female,25,Auditory,6,Often,81,49,No,Medium,Excellent
15,82,Many,Yes,High,No,Female,22,Auditory,1,Often,97,55,Yes,High,Good
15,82,Many,Yes,High,No,Female,26,Visual,14,Often,80,51,Yes,Medium,Excellent
15,82,Many,Yes,High,No,Female,24,Visual,15,Often,67,90,No,High,Fail
15,82,Many,Yes,High,No,Female,27,Kinesthetic,17,Rarely,75,90,Yes,Medium,Fail
15,82,Many,Yes,High,No,Female,25,Auditory,6,Often,81,49,No,Medium,Excellent
23,92,Some,Yes,High,Yes,Female,24,Auditory,0,Often,80,55,Yes,High,Good
23,92,Some,Yes,Low,Yes,Female,24,Auditory,0,Often,80,55,Yes,High,Good
23,92,Some,Yes,Medium,Yes,Female,24,Auditory,0,Often,80,55,Yes,High,Good
23,92,Many,No,Medium,Yes,Female,24,Auditory,0,Often,80,55,Yes,High,Good
23,92,Many,Yes,High,Yes,Female,24,Auditory,0,Often,80,55,Yes,High,Good
20,91,Some,Yes,Medium,Yes,Female,25,Kinesthetic,20,Often,59,84,Yes,Low,Average
20,91,Many,Yes,Low,Yes,Female,25,Kinesthetic,20,Often,59,84,Yes,Low,Average
20,91,Some,No,Medium,Yes,Female,25,Kinesthetic,20,Often,59,84,Yes,Low,Average
20,91,Some,Yes,High,Yes,Female,25,Kinesthetic,20,Often,59,84,Yes,Low,Average
16,74,Many,Yes,Low,Yes,Female,19,Kinesthetic,1,Rarely,61,66,Yes,High,Good
16,74,Many,Yes,Low,Yes,Female,28,Visual,13,Often,82,68,Yes,Low,Good
16,74,Many,No,Low,Yes,Female,19,Kinesthetic,1,Rarely,61,66,Yes,High,Good
16,74,Many,No,Low,Yes,Female,28,Visual,13,Often,82,68,Yes,Low,Good
16,74,Many,No,Medium,Yes,Female,19,Kinesthetic,1,Rarely,61,66,Yes,High,Good
16,74,Many,No,Medium,Yes,Female,28,Visual,13,Often,82,68,Yes,Low,Good
19,82,Many,Yes,Medium,Yes,Female,23,Visual,12,Often,64,59,No,Medium,Good
19,82,Many,Yes,Medium,Yes,Female,29,Visual,18,Often,86,76,No,High,Average
19,82,Many,Yes,Medium,Yes,Female,29,Visual,13,Rarely,99,62,Yes,High,Good
19,82,Many,Yes,Medium,Yes,Female,18,Visual,5,Often,68,90,No,Medium,Fail
19,82,Some,No,Medium,Yes,Female,23,Visual,12,Often,64,59,No,Medium,Good
19,82,Some,No,Medium,Yes,Female,29,Visual,18,Often,86,76,No,High,Average
19,82,Some,No,Medium,Yes,Female,29,Visual,13,Rarely,99,62,Yes,High,Good
19,82,Some,No,Medium,Yes,Female,18,Visual,5,Often,68,90,No,Medium,Fail
19,82,Some,No,Low,Yes,Female,23,Visual,12,Often,64,59,No,Medium,Good
19,82,Some,No,Low,Yes,Female,29,Visual,18,Often,86,76,No,High,Average
19,82,Some,No,Low,Yes,Female,29,Visual,13,Rarely,99,62,Yes,High,Good
19,82,Some,No,Low,Yes,Female,18,Visual,5,Often,68,90,No,Medium,Fail
23,69,Some,Yes,High,Yes,Male,25,Visual,2,Rarely,67,53,No,High,Excellent
23,69,Some,Yes,High,Yes,Male,22,Kinesthetic,3,Rarely,86,40,Yes,Low,Excellent
8,80,Some,No,High,Yes,Male,23,Visual,4,Often,67,43,Yes,High,Excellent
19,71,Many,No,High,Yes,Male,28,Visual,17,Rarely,67,66,Yes,High,Good
19,71,Many,No,High,Yes,Male,22,Visual,2,Often,68,57,Yes,High,Good
19,71,Many,No,High,Yes,Male,23,Visual,3,Often,73,77,Yes,High,Average
19,71,Some,Yes,Medium,Yes,Male,28,Visual,17,Rarely,67,66,Yes,High,Good
19,71,Some,Yes,Medium,Yes,Male,22,Visual,2,Often,68,57,Yes,High,Good
19,71,Some,Yes,Medium,Yes,Male,23,Visual,3,Often,73,77,Yes,High,Average
19,71,Some,Yes,Low,Yes,Male,28,Visual,17,Rarely,67,66,Yes,High,Good
19,71,Some,Yes,Low,Yes,Male,22,Visual,2,Often,68,57,Yes,High,Good
19,71,Some,Yes,Low,Yes,Male,23,Visual,3,Often,73,77,Yes,High,Average
19,71,Many,Yes,Low,Yes,Male,28,Visual,17,Rarely,67,66,Yes,High,Good
19,71,Many,Yes,Low,Yes,Male,22,Visual,2,Often,68,57,Yes,High,Good
19,71,Many,Yes,Low,Yes,Male,23,Visual,3,Often,73,77,Yes,High,Average
13,67,Some,Yes,High,Yes,Female,19,Visual,12,Rarely,78,62,No,High,Good
13,67,Some,Yes,High,Yes,Female,26,Visual,19,Often,77,52,Yes,Medium,Excellent
13,67,Some,Yes,High,Yes,Female,26,Visual,2,Rarely,50,54,Yes,Medium,Excellent
13,67,Some,Yes,Medium,Yes,Female,19,Visual,12,Rarely,78,62,No,High,Good
13,67,Some,Yes,Medium,Yes,Female,26,Visual,19,Often,77,52,Yes,Medium,Excellent
13,67,Some,Yes,Medium,Yes,Female,26,Visual,2,Rarely,50,54,Yes,Medium,Excellent
13,67,Many,Yes,Medium,Yes,Female,19,Visual,12,Rarely,78,62,No,High,Good
13,67,Many,Yes,Medium,Yes,Female,26,Visual,19,Often,77,52,Yes,Medium,Excellent
13,67,Many,Yes,Medium,Yes,Female,26,Visual,2,Rarely,50,54,Yes,Medium,Excellent
16,93,Some,Yes,Medium,Yes,Male,27,Visual,6,Often,84,46,Yes,Medium,Excellent
16,93,Many,Yes,Low,Yes,Male,27,Visual,6,Often,84,46,Yes,Medium,Excellent
18,68,Some,No,High,Yes,Male,25,Auditory,11,Often,80,80,Yes,High,Average
18,68,Some,No,High,Yes,Male,20,Visual,10,Rarely,55,79,No,Medium,Average
18,68,Many,No,Medium,Yes,Male,25,Auditory,11,Often,80,80,Yes,High,Average
18,68,Many,No,Medium,Yes,Male,20,Visual,10,Rarely,55,79,No,Medium,Average
18,67,Some,No,Medium,Yes,Male,27,Kinesthetic,0,Often,57,79,No,High,Average
18,67,Some,No,Medium,Yes,Male,24,Visual,15,Often,62,85,Yes,High,Fail
18,67,Some,No,Medium,Yes,Male,27,Visual,9,Often,61,76,No,High,Average
18,67,Many,Yes,Low,Yes,Male,27,Kinesthetic,0,Often,57,79,No,High,Average
18,67,Many,Yes,Low,Yes,Male,24,Visual,15,Often,62,85,Yes,High,Fail
18,67,Many,Yes,Low,Yes,Male,27,Visual,9,Often,61,76,No,High,Average
21,66,Some,No,Low,No,Female,21,Auditory,16,Rarely,68,72,No,High,Average
21,66,Some,No,Medium,Yes,Female,21,Auditory,16,Rarely,68,72,No,High,Average
21,66,Some,Yes,Medium,Yes,Female,21,Auditory,16,Rarely,68,72,No,High,Average
26,90,Many,No,Low,Yes,Male,21,Visual,3,Often,62,81,No,High,Average
26,90,Many,No,Low,Yes,Male,29,Visual,7,Rarely,63,97,Yes,High,Fail
26,90,Many,No,Low,Yes,Male,28,Visual,11,Rarely,67,55,Yes,Medium,Good
26,90,Many,No,Low,Yes,Male,21,Kinesthetic,8,Often,88,94,Yes,High,Fail
26,90,Many,No,Low,Yes,Male,21,Auditory,1,Often,80,62,Yes,High,Good
26,90,Some,Yes,Medium,Yes,Male,21,Visual,3,Often,62,81,No,High,Average
26,90,Some,Yes,Medium,Yes,Male,29,Visual,7,Rarely,63,97,Yes,High,Fail
26,90,Some,Yes,Medium,Yes,Male,28,Visual,11,Rarely,67,55,Yes,Medium,Good
26,90,Some,Yes,Medium,Yes,Male,21,Kinesthetic,8,Often,88,94,Yes,High,Fail
26,90,Some,Yes,Medium,Yes,Male,21,Auditory,1,Often,80,62,Yes,High,Good
26,90,Some,No,High,Yes,Male,21,Visual,3,Often,62,81,No,High,Average
26,90,Some,No,High,Yes,Male,29,Visual,7,Rarely,63,97,Yes,High,Fail
26,90,Some,No,High,Yes,Male,28,Visual,11,Rarely,67,55,Yes,Medium,Good
26,90,Some,No,High,Yes,Male,21,Kinesthetic,8,Often,88,94,Yes,High,Fail
26,90,Some,No,High,Yes,Male,21,Auditory,1,Often,80,62,Yes,High,Good
11,84,Some,Yes,High,Yes,Male,27,Visual,6,Often,75,43,Yes,High,Excellent
11,84,Some,No,Low,Yes,Male,27,Visual,6,Often,75,43,Yes,High,Excellent
11,84,Some,Yes,Low,Yes,Male,27,Visual,6,Often,75,43,Yes,High,Excellent
5,87,Some,No,Medium,Yes,Male,26,Visual,19,Often,77,59,No,Medium,Good
19,86,Some,No,Low,Yes,Female,20,Visual,20,Often,56,70,Yes,High,Average
19,86,Many,Yes,High,Yes,Female,20,Visual,20,Often,56,70,Yes,High,Average
19,86,Some,No,Medium,Yes,Female,20,Visual,20,Often,56,70,Yes,High,Average
19,86,Some,Yes,Low,Yes,Female,20,Visual,20,Often,56,70,Yes,High,Average
13,60,Some,Yes,Medium,Yes,Female,28,Visual,8,Rarely,71,92,No,Medium,Fail
13,60,Some,No,Low,Yes,Female,28,Visual,8,Rarely,71,92,No,Medium,Fail
13,60,Some,No,High,Yes,Female,28,Visual,8,Rarely,71,92,No,Medium,Fail
9,61,Some,Yes,Low,No,Female,25,Visual,3,Rarely,70,83,Yes,Medium,Average
9,61,Many,Yes,Medium,Yes,Female,25,Visual,3,Rarely,70,83,Yes,Medium,Average
17,71,Many,Yes,Low,Yes,Male,19,Auditory,2,Rarely,55,46,Yes,Low,Excellent
17,71,Many,Yes,Low,Yes,Male,29,Visual,14,Rarely,72,44,Yes,Medium,Excellent
17,71,Many,Yes,Low,Yes,Male,25,Auditory,16,Often,58,69,Yes,High,Good
17,71,Some,No,Medium,Yes,Male,19,Auditory,2,Rarely,55,46,Yes,Low,Excellent
17,71,Some,No,Medium,Yes,Male,29,Visual,14,Rarely,72,44,Yes,Medium,Excellent
17,71,Some,No,Medium,Yes,Male,25,Auditory,16,Often,58,69,Yes,High,Good
17,71,Some,No,Low,Yes,Male,19,Auditory,2,Rarely,55,46,Yes,Low,Excellent
17,71,Some,No,Low,Yes,Male,29,Visual,14,Rarely,72,44,Yes,Medium,Excellent
17,71,Some,No,Low,Yes,Male,25,Auditory,16,Often,58,69,Yes,High,Good
11,61,Some,Yes,High,Yes,Male,27,Visual,20,Often,80,55,Yes,Low,Good
11,61,Some,Yes,High,Yes,Male,19,Visual,10,Often,53,46,No,High,Excellent
11,61,Some,Yes,High,Yes,Male,28,Kinesthetic,8,Rarely,72,84,Yes,High,Average
20,74,Many,No,Low,Yes,Female,21,Auditory,19,Often,59,53,Yes,High,Excellent
20,74,Many,No,Low,Yes,Female,27,Auditory,6,Often,96,88,Yes,High,Fail
20,74,Some,Yes,High,Yes,Female,21,Auditory,19,Often,59,53,Yes,High,Excellent
20,74,Some,Yes,High,Yes,Female,27,Auditory,6,Often,96,88,Yes,High,Fail
20,74,Some,No,High,Yes,Female,21,Auditory,19,Often,59,53,Yes,High,Excellent
20,74,Some,No,High,Yes,Female,27,Auditory,6,Often,96,88,Yes,High,Fail
20,74,Some,Yes,Medium,Yes,Female,21,Auditory,19,Often,59,53,Yes,High,Excellent
20,74,Some,Yes,Medium,Yes,Female,27,Auditory,6,Often,96,88,Yes,High,Fail
20,74,Some,No,Medium,Yes,Female,21,Auditory,19,Often,59,53,Yes,High,Excellent
20,74,Some,No,Medium,Yes,Female,27,Auditory,6,Often,96,88,Yes,High,Fail
23,64,Some,No,Medium,Yes,Female,29,Auditory,3,Rarely,86,95,Yes,Medium,Fail
23,64,Some,No,Medium,Yes,Female,25,Visual,9,Rarely,64,75,No,High,Average
23,64,Some,Yes,High,Yes,Female,29,Auditory,3,Rarely,86,95,Yes,Medium,Fail
23,64,Some,Yes,High,Yes,Female,25,Visual,9,Rarely,64,75,No,High,Average
23,64,Many,Yes,Medium,Yes,Female,29,Auditory,3,Rarely,86,95,Yes,Medium,Fail
23,64,Many,Yes,Medium,Yes,Female,25,Visual,9,Rarely,64,75,No,High,Average
23,64,Some,Yes,Medium,Yes,Female,29,Auditory,3,Rarely,86,95,Yes,Medium,Fail
23,64,Some,Yes,Medium,Yes,Female,25,Visual,9,Rarely,64,75,No,High,Average
23,64,Many,No,Low,Yes,Female,29,Auditory,3,Rarely,86,95,Yes,Medium,Fail
23,64,Many,No,Low,Yes,Female,25,Visual,9,Rarely,64,75,No,High,Average
21,80,Many,No,Medium,Yes,Male,25,Auditory,0,Often,50,75,Yes,High,Average
21,80,Many,No,Medium,Yes,Male,25,Visual,15,Often,96,87,No,Medium,Fail
21,80,Many,No,Medium,Yes,Male,22,Visual,16,Often,64,88,Yes,Low,Fail
21,80,Many,Yes,Medium,Yes,Male,25,Auditory,0,Often,50,75,Yes,High,Average
21,80,Many,Yes,Medium,Yes,Male,25,Visual,15,Often,96,87,No,Medium,Fail
21,80,Many,Yes,Medium,Yes,Male,22,Visual,16,Often,64,88,Yes,Low,Fail
21,80,Many,Yes,Low,Yes,Male,25,Auditory,0,Often,50,75,Yes,High,Average
21,80,Many,Yes,Low,Yes,Male,25,Visual,15,Often,96,87,No,Medium,Fail
21,80,Many,Yes,Low,Yes,Male,22,Visual,16,Often,64,88,Yes,Low,Fail
21,80,Some,Yes,Medium,Yes,Male,25,Auditory,0,Often,50,75,Yes,High,Average
21,80,Some,Yes,Medium,Yes,Male,25,Visual,15,Often,96,87,No,Medium,Fail
21,80,Some,Yes,Medium,Yes,Male,22,Visual,16,Often,64,88,Yes,Low,Fail
21,80,Some,Yes,Low,Yes,Male,25,Auditory,0,Often,50,75,Yes,High,Average
21,80,Some,Yes,Low,Yes,Male,25,Visual,15,Often,96,87,No,Medium,Fail
21,80,Some,Yes,Low,Yes,Male,22,Visual,16,Often,64,88,Yes,Low,Fail
21,80,Some,No,Medium,Yes,Male,25,Auditory,0,Often,50,75,Yes,High,Average
21,80,Some,No,Medium,Yes,Male,25,Visual,15,Often,96,87,No,Medium,Fail
21,80,Some,No,Medium,Yes,Male,22,Visual,16,Often,64,88,Yes,Low,Fail
14,91,Some,Yes,Medium,Yes,Female,26,Visual,16,Rarely,86,79,Yes,Medium,Average
14,91,Many,Yes,Medium,Yes,Female,26,Visual,16,Rarely,86,79,Yes,Medium,Average
27,69,Some,No,Medium,Yes,Female,23,Auditory,16,Rarely,77,87,No,Low,Fail
27,69,Many,Yes,Low,Yes,Female,23,Auditory,16,Rarely,77,87,No,Low,Fail
27,69,Some,Yes,Medium,Yes,Female,23,Auditory,16,Rarely,77,87,No,Low,Fail
14,100,Some,No,Low,Yes,Female,22,Visual,10,Often,79,56,Yes,Medium,Good
14,100,Some,No,Low,Yes,Female,26,Visual,5,Often,73,72,No,High,Average
30,66,Many,No,Low,Yes,Female,23,Auditory,0,Often,55,63,Yes,High,Good
30,66,Many,No,Low,No,Female,23,Auditory,0,Often,55,63,Yes,High,Good
26,90,Some,Yes,Low,Yes,Female,19,Visual,18,Often,73,47,No,Medium,Excellent
26,90,Many,Yes,Medium,Yes,Female,19,Visual,18,Often,73,47,No,Medium,Excellent
16,77,Many,No,Low,Yes,Female,26,Auditory,2,Often,95,51,No,Medium,Excellent
16,77,Some,Yes,Medium,Yes,Female,26,Auditory,2,Often,95,51,No,Medium,Excellent
16,77,Some,Yes,Medium,No,Female,26,Auditory,2,Often,95,51,No,Medium,Excellent
24,92,Some,Yes,High,Yes,Male,29,Kinesthetic,2,Often,82,87,No,Low,Fail
24,92,Some,Yes,High,Yes,Male,18,Visual,16,Rarely,70,96,Yes,High,Fail
24,92,Many,No,High,Yes,Male,29,Kinesthetic,2,Often,82,87,No,Low,Fail
24,92,Many,No,High,Yes,Male,18,Visual,16,Rarely,70,96,Yes,High,Fail
24,92,Many,No,Medium,Yes,Male,29,Kinesthetic,2,Often,82,87,No,Low,Fail
